name,years_experience,skills,education,graduation_year,graduation_percentage,tenth_percentage,twelfth_percentage,tenth_school,twelfth_school,tenth_passing_out_year,twelfth_passing_out_year,Criteria_Label
Ishika,15,"SASS, Angular, Bootstrap, Responsive Web Design, LESS, Git, JavaScript, RESTful API",MCA in Computer Science at Anna University,2004,70.54,77.02,80.65,top School,own Higher Secondary School,1999,2000,1
Ishita,13,"Responsive Web Design, Bootstrap, Webpack, CSS, HTML, React, RESTful API, GraphQL",BCA in Computer Science at IIT Madras,2010,91.88,93.73,90.14,lay School,difference Higher Secondary School,2008,2007,1
Anaya,7,"GitLab, Django, Express.js, HTML, Vue.js, CSS, Angular, Flask",MCA in Computer Science at IIM Calcutta,2000,63.07,85.76,73.13,affect School,heavy Higher Secondary School,1997,1997,0
Aditi,13,"React, CSS, SASS, HTML, Flask, LESS, Bootstrap, jQuery",M.Tech in Computer Science at IIM Ahmedabad,2014,66.94,80.27,76.93,nothing School,question Higher Secondary School,2011,2011,0
Ravi,4,"CSS, Django, Responsive Web Design, Bootstrap, LESS, Node.js, Vue.js, SASS",BCA in Computer Science at Delhi University,2018,79.27,77.21,81.94,blood School,article Higher Secondary School,2016,2016,0
Aisha,11,"SASS, GitHub, Angular, GraphQL, Responsive Web Design, HTML, Bootstrap, Vue.js",BCA in Computer Science at IISc Bangalore,2000,75.48,91.83,68.07,hotel School,exist Higher Secondary School,1995,1997,0
Anaya,9,"Bootstrap, SASS, JavaScript, GitLab, RESTful API, CSS, jQuery, Django",BCA in Computer Science at IIT Kanpur,2013,66.29,75.31,65.6,exactly School,table Higher Secondary School,2010,2011,0
Aryan,14,"Webpack, CSS, Django, LESS, Node.js, Git, Express.js, Vue.js",BCA in Computer Science at Anna University,2005,64.62,92.08,78.52,recent School,big Higher Secondary School,2003,2003,0
Anaya,5,"GitHub, CSS, Flask, Bootstrap, Express.js, LESS, RESTful API, Angular",M.Tech in Computer Science at IIM Bangalore,2017,78.36,93.71,92.01,rate School,push Higher Secondary School,2012,2014,1
Ishita,11,"Angular, Bootstrap, Express.js, Django, SASS, Webpack, Node.js, GitLab",B.E in Computer Science at IIT Kanpur,2004,85.87,68.68,73.26,or School,station Higher Secondary School,1999,2000,0
Aarav,12,"GitHub, Flask, Node.js, Express.js, Bootstrap, Angular, HTML, JavaScript",BCA in Computer Science at IIT Roorkee,2008,67.41,65.5,66.9,boy School,question Higher Secondary School,2004,2007,0
Ishita,8,"SASS, Git, Responsive Web Design, Bootstrap, Node.js, RESTful API, Flask, GraphQL",B.Tech in Computer Science at NIT Trichy,2004,78.05,79.9,76.29,science School,voice Higher Secondary School,1999,2002,1
Aditi,7,"HTML, GraphQL, jQuery, GitHub, JavaScript, Responsive Web Design, Django, Bootstrap",M.Tech in Computer Science at NIT Warangal,2009,66.94,85.93,84.44,we School,view Higher Secondary School,2007,2007,0
Pranav,3,"Vue.js, JavaScript, Django, Node.js, jQuery, Express.js, Webpack, HTML",M.E in Computer Science at IIM Ahmedabad,2017,72.78,78.61,66.9,election School,build Higher Secondary School,2015,2015,0
Sanya,10,"Webpack, Node.js, Flask, GitLab, RESTful API, HTML, jQuery, Angular",M.Tech in Computer Science at IIT Madras,2015,70.86,64.46,85.89,hair School,maybe Higher Secondary School,2011,2012,0
Ishita,8,"CSS, Git, Bootstrap, Django, GitHub, GraphQL, jQuery, RESTful API",B.E in Computer Science at Jawaharlal Nehru University,2007,75.54,75.46,62.41,relationship School,alone Higher Secondary School,2003,2003,0
Diya,2,"LESS, GitHub, Webpack, Django, Flask, Responsive Web Design, GraphQL, HTML",B.E in Computer Science at BITS Pilani,2013,94.82,77.41,89.67,that School,realize Higher Secondary School,2008,2012,0
Kiran,3,"GraphQL, Webpack, Vue.js, Git, RESTful API, GitHub, Angular, CSS",B.Tech in Computer Science at NIT Trichy,2008,89.01,85.29,61.12,draw School,walk Higher Secondary School,2006,2004,0
Pranav,10,"RESTful API, HTML, Django, Webpack, Flask, GitHub, Vue.js, SASS",MCA in Computer Science at BITS Pilani,2002,94.74,77.84,67.29,time School,push Higher Secondary School,1999,1999,0
Neha,12,"Vue.js, Angular, React, Responsive Web Design, Bootstrap, GitLab, Webpack, Node.js",M.E in Computer Science at IIM Calcutta,2019,60.34,89.69,66.33,choose School,number Higher Secondary School,2017,2015,0
Varun,10,"LESS, GitHub, HTML, jQuery, RESTful API, CSS, Bootstrap, Node.js",BCA in Computer Science at Delhi University,2001,62.98,74.78,86.59,open School,candidate Higher Secondary School,1998,2000,0
Rohan,12,"Flask, Responsive Web Design, Git, GitHub, GraphQL, LESS, Angular, HTML",M.E in Computer Science at IIT Kharagpur,2003,65.21,74.87,73.55,close School,home Higher Secondary School,1999,2001,0
Vikram,15,"Bootstrap, Angular, CSS, Git, Flask, GitLab, HTML, RESTful API",B.E in Computer Science at BITS Pilani,2016,64.7,61.32,91.16,oil School,war Higher Secondary School,2013,2014,0
Aarav,12,"GitHub, RESTful API, React, SASS, LESS, Git, Angular, jQuery",MCA in Computer Science at IIM Ahmedabad,2017,93.8,66.55,85.58,medical School,practice Higher Secondary School,2012,2016,0
Ravi,5,"jQuery, Django, Bootstrap, JavaScript, RESTful API, HTML, GitLab, Webpack",BCA in Computer Science at BITS Pilani,2008,85.35,73.01,93.06,campaign School,may Higher Secondary School,2005,2005,1
Aarav,8,"GraphQL, GitHub, HTML, RESTful API, Flask, Responsive Web Design, LESS, JavaScript",B.E in Computer Science at IIM Calcutta,2015,69.45,65.1,71.25,full School,born Higher Secondary School,2012,2011,0
Yash,15,"HTML, Git, GitHub, Responsive Web Design, SASS, jQuery, Webpack, Flask",M.E in Computer Science at IISc Bangalore,2019,78.78,81.17,74.62,his School,federal Higher Secondary School,2017,2017,1
Aisha,0,"Flask, SASS, JavaScript, Bootstrap, Node.js, HTML, React, Angular",MCA in Computer Science at IIM Lucknow,2022,71.78,85.34,64.3,federal School,culture Higher Secondary School,2017,2018,0
Ishita,15,"Angular, Node.js, RESTful API, Bootstrap, HTML, Vue.js, SASS, CSS",M.E in Computer Science at IISc Bangalore,2009,66.07,92.85,82.77,election School,attack Higher Secondary School,2004,2005,0
Anaya,11,"SASS, CSS, Flask, Vue.js, GitHub, Express.js, JavaScript, LESS",M.E in Computer Science at IIT Bombay,2019,74.77,87.85,72.81,politics School,end Higher Secondary School,2016,2018,1
Aditi,5,"Flask, GitHub, Responsive Web Design, CSS, SASS, Express.js, LESS, GraphQL",M.E in Computer Science at IIT Kharagpur,2012,64.67,60.26,78.15,provide School,father Higher Secondary School,2009,2009,0
Mira,13,"React, Django, Vue.js, Webpack, JavaScript, GraphQL, GitLab, SASS",B.Tech in Computer Science at IIM Ahmedabad,2004,77.57,86.59,82.7,popular School,among Higher Secondary School,2001,2000,1
Varun,10,"JavaScript, SASS, Flask, CSS, Angular, Git, jQuery, Bootstrap",M.Tech in Computer Science at IIT Delhi,2004,63.34,67.24,61.12,risk School,seat Higher Secondary School,1999,2000,0
Aarav,2,"CSS, SASS, React, Bootstrap, Webpack, Django, HTML, Responsive Web Design",MCA in Computer Science at IIM Bangalore,2000,81.86,82.61,69.28,keep School,student Higher Secondary School,1998,1997,0
Ishika,14,"Django, Vue.js, RESTful API, Flask, GraphQL, Express.js, Git, Webpack",M.Tech in Computer Science at IIT Roorkee,2005,94.02,60.68,65.52,mean School,difference Higher Secondary School,2002,2003,0
Pranav,15,"RESTful API, Node.js, Webpack, Express.js, GitLab, Django, GitHub, jQuery",MCA in Computer Science at IISc Bangalore,2003,77.77,60.22,78.85,different School,than Higher Secondary School,1998,2000,0
Pranav,10,"Git, jQuery, Angular, React, SASS, RESTful API, Django, Flask",MCA in Computer Science at IIT Bombay,2002,83.2,94.85,83.46,near School,open Higher Secondary School,1997,1999,1
Aisha,7,"Bootstrap, Git, GitLab, Vue.js, jQuery, JavaScript, Flask, HTML",B.E in Computer Science at Anna University,2013,81.69,80.82,82.76,wife School,century Higher Secondary School,2010,2010,1
Aisha,12,"Django, Node.js, Angular, React, Git, CSS, Express.js, LESS",M.Tech in Computer Science at Anna University,2003,82.27,79.09,71.94,dinner School,trade Higher Secondary School,2000,2000,1
Sanya,5,"Webpack, Flask, React, HTML, Express.js, Responsive Web Design, LESS, SASS",B.Tech in Computer Science at IIT Bombay,2005,73.23,92.13,61.34,live School,attention Higher Secondary School,2000,2004,0
Kiran,12,"jQuery, Django, SASS, Node.js, Bootstrap, JavaScript, GitLab, HTML",M.E in Computer Science at IIFT Delhi,2014,68.9,72.09,68.33,thing School,whom Higher Secondary School,2011,2012,0
Mira,5,"Node.js, Bootstrap, SASS, React, GraphQL, Django, GitLab, HTML",B.E in Computer Science at IISc Bangalore,2007,90.48,73.6,94.39,eye School,work Higher Secondary School,2002,2003,1
Arjun,3,"LESS, RESTful API, GitLab, JavaScript, Webpack, GraphQL, Bootstrap, Django",BCA in Computer Science at IIT Bombay,2003,82.34,87.64,62.71,maintain School,think Higher Secondary School,1998,2002,0
Aryan,10,"RESTful API, Flask, Django, GitHub, Webpack, Node.js, Responsive Web Design, jQuery",B.Tech in Computer Science at Jawaharlal Nehru University,2013,86.79,93.53,73.86,no School,book Higher Secondary School,2010,2012,1
Rahul,3,"Git, GitHub, RESTful API, Angular, jQuery, JavaScript, Webpack, GitLab",B.Tech in Computer Science at Jawaharlal Nehru University,2001,81.0,78.32,80.76,friend School,career Higher Secondary School,1999,1997,0
Vikram,8,"Node.js, Django, RESTful API, Vue.js, jQuery, Bootstrap, Responsive Web Design, Express.js",B.Tech in Computer Science at IIFT Delhi,2005,78.71,72.62,90.02,family School,realize Higher Secondary School,2000,2001,1
Arjun,3,"GitLab, React, RESTful API, Django, jQuery, JavaScript, Bootstrap, Node.js",M.E in Computer Science at BITS Pilani,2019,91.44,62.12,71.95,Mr School,send Higher Secondary School,2015,2017,0
Rohan,0,"Webpack, GraphQL, SASS, GitLab, JavaScript, jQuery, LESS, React",BCA in Computer Science at IIT Delhi,2013,72.72,87.86,88.57,nearly School,at Higher Secondary School,2009,2009,0
Anaya,0,"Node.js, Bootstrap, HTML, Express.js, GitLab, RESTful API, jQuery, Git",B.E in Computer Science at IISc Bangalore,2001,74.29,74.07,88.96,administration School,within Higher Secondary School,1997,1998,0
Anaya,7,"GitLab, RESTful API, Angular, GitHub, LESS, JavaScript, Webpack, React",MCA in Computer Science at NIT Warangal,2014,82.95,85.49,76.21,despite School,provide Higher Secondary School,2009,2013,1
Neha,8,"SASS, JavaScript, HTML, CSS, GitHub, Webpack, Express.js, Vue.js",M.E in Computer Science at IIM Bangalore,2021,77.0,93.81,76.26,rule School,friend Higher Secondary School,2018,2018,1
Ishita,5,"React, GitLab, Node.js, CSS, GitHub, JavaScript, Django, Git",B.Tech in Computer Science at IIT Kharagpur,2022,87.23,66.71,71.55,she School,instead Higher Secondary School,2020,2019,0
Arjun,12,"Webpack, Node.js, Express.js, SASS, LESS, GitHub, Django, HTML",B.E in Computer Science at IIFT Delhi,2006,72.55,65.45,61.94,join School,role Higher Secondary School,2003,2004,0
Arjun,0,"Flask, Express.js, JavaScript, HTML, CSS, jQuery, Git, Bootstrap",BCA in Computer Science at IISc Bangalore,2010,75.46,72.49,60.25,unit School,realize Higher Secondary School,2005,2009,0
Aditi,15,"Django, HTML, jQuery, GitLab, Express.js, GitHub, Responsive Web Design, GraphQL",M.Tech in Computer Science at IIT Kharagpur,2005,64.59,70.69,83.24,usually School,west Higher Secondary School,2001,2002,0
Pranav,10,"LESS, GitHub, JavaScript, Node.js, HTML, SASS, Angular, Git",MCA in Computer Science at IIM Ahmedabad,2022,76.58,60.21,71.6,south School,account Higher Secondary School,2018,2020,0
Neha,1,"LESS, JavaScript, React, CSS, Express.js, Flask, RESTful API, Webpack",B.Tech in Computer Science at Jawaharlal Nehru University,2007,74.89,83.6,67.72,store School,however Higher Secondary School,2003,2003,0
Rohan,3,"Bootstrap, Express.js, GitLab, Flask, HTML, LESS, Django, Responsive Web Design",MCA in Computer Science at IIM Ahmedabad,2019,64.39,82.02,94.16,goal School,sell Higher Secondary School,2014,2017,0
Varun,6,"Angular, RESTful API, LESS, Git, JavaScript, Flask, Responsive Web Design, GitLab",B.Tech in Computer Science at IIT Bombay,2004,70.59,61.12,92.66,color School,evidence Higher Secondary School,2000,2000,0
Aryan,5,"jQuery, React, LESS, Git, JavaScript, Django, GitHub, GitLab",M.Tech in Computer Science at IIFT Delhi,2018,65.34,77.34,84.95,piece School,alone Higher Secondary School,2016,2015,0
Diya,4,"Bootstrap, Express.js, LESS, Responsive Web Design, Angular, CSS, GitHub, HTML",M.E in Computer Science at IIM Lucknow,2019,73.99,61.26,66.94,mention School,exist Higher Secondary School,2017,2018,0
Neha,3,"RESTful API, Django, Vue.js, jQuery, Express.js, LESS, Git, Node.js",B.Tech in Computer Science at IIT Madras,2007,75.24,78.48,83.66,quickly School,view Higher Secondary School,2005,2003,0
Sanya,13,"React, HTML, Bootstrap, Express.js, LESS, GitHub, SASS, Flask",M.E in Computer Science at IIT Kharagpur,2005,81.28,70.64,85.52,discuss School,focus Higher Secondary School,2003,2003,1
Mira,6,"SASS, GraphQL, Webpack, CSS, GitLab, Bootstrap, Responsive Web Design, Vue.js",MCA in Computer Science at IIM Bangalore,2008,82.44,89.64,81.0,head School,rule Higher Secondary School,2004,2004,1
Mira,3,"CSS, Vue.js, Responsive Web Design, jQuery, Git, JavaScript, SASS, Express.js",M.Tech in Computer Science at Delhi University,2014,77.4,92.53,67.87,sing School,fall Higher Secondary School,2011,2012,0
Diya,6,"Git, Node.js, JavaScript, Bootstrap, jQuery, Responsive Web Design, GraphQL, LESS",M.Tech in Computer Science at NIT Warangal,2020,68.9,71.38,91.0,purpose School,business Higher Secondary School,2016,2016,0
Ravi,15,"React, jQuery, Node.js, Django, RESTful API, LESS, Vue.js, Angular",MCA in Computer Science at IIM Bangalore,2010,88.37,89.18,69.12,join School,spend Higher Secondary School,2006,2009,0
Ishita,6,"Node.js, SASS, Angular, Webpack, Responsive Web Design, JavaScript, CSS, GitLab",B.Tech in Computer Science at IIFT Delhi,2006,88.98,80.64,66.77,later School,who Higher Secondary School,2001,2003,0
Aisha,2,"Flask, Node.js, SASS, React, GraphQL, jQuery, HTML, Django",MCA in Computer Science at NIT Trichy,2014,91.97,61.82,78.08,president School,wind Higher Secondary School,2010,2011,0
Varun,2,"Node.js, Responsive Web Design, Webpack, jQuery, Flask, RESTful API, LESS, SASS",BCA in Computer Science at IIM Ahmedabad,2017,85.14,72.31,89.86,situation School,night Higher Secondary School,2012,2014,0
Yash,4,"Express.js, Webpack, Responsive Web Design, Angular, GraphQL, SASS, HTML, CSS",M.Tech in Computer Science at IIM Lucknow,2019,77.04,62.32,93.49,assume School,learn Higher Secondary School,2017,2015,0
Yash,9,"RESTful API, GitHub, JavaScript, LESS, CSS, Node.js, Express.js, SASS",B.Tech in Computer Science at IIT Roorkee,2005,72.46,86.17,76.23,even School,eye Higher Secondary School,2002,2003,1
Anaya,10,"JavaScript, Node.js, Angular, Git, Webpack, GraphQL, Flask, Express.js",MCA in Computer Science at Anna University,2022,84.45,91.58,82.55,camera School,concern Higher Secondary School,2020,2021,1
Ishita,7,"Node.js, Angular, GitLab, LESS, Responsive Web Design, GraphQL, Vue.js, CSS",B.E in Computer Science at Anna University,2016,66.13,71.11,82.7,fine School,wife Higher Secondary School,2013,2015,0
Ishika,1,"GraphQL, HTML, Flask, jQuery, Bootstrap, Git, Vue.js, Responsive Web Design",M.Tech in Computer Science at IIFT Delhi,2003,78.22,79.32,64.53,recently School,your Higher Secondary School,1998,2000,0
Ishita,11,"SASS, Node.js, React, Webpack, jQuery, CSS, GraphQL, JavaScript",M.Tech in Computer Science at IIT Madras,2006,64.36,71.52,90.3,close School,card Higher Secondary School,2001,2003,0
Yash,12,"HTML, GraphQL, Vue.js, Responsive Web Design, Express.js, Git, GitHub, Webpack",B.E in Computer Science at IIT Madras,2011,66.7,80.05,68.77,amount School,dog Higher Secondary School,2006,2008,0
Aisha,1,"GitLab, Node.js, jQuery, Express.js, HTML, RESTful API, CSS, GraphQL",M.E in Computer Science at IIM Lucknow,2008,92.3,64.81,74.67,goal School,thought Higher Secondary School,2006,2004,0
Diya,4,"React, RESTful API, GraphQL, Responsive Web Design, Flask, jQuery, Django, Node.js",B.Tech in Computer Science at Anna University,2019,84.29,73.52,72.67,listen School,respond Higher Secondary School,2014,2015,0
Anaya,10,"CSS, Git, Vue.js, LESS, Angular, Django, Bootstrap, GitHub",M.Tech in Computer Science at IIM Bangalore,2003,84.84,71.13,74.04,set School,himself Higher Secondary School,1998,1999,1
Mira,6,"Angular, Git, CSS, React, HTML, LESS, Django, Responsive Web Design",M.E in Computer Science at IIT Roorkee,2002,94.23,64.64,74.94,part School,word Higher Secondary School,1998,2001,0
Aisha,8,"Git, Flask, SASS, Vue.js, jQuery, LESS, Node.js, GitLab",MCA in Computer Science at Jawaharlal Nehru University,2011,66.7,83.56,67.91,middle School,interview Higher Secondary School,2007,2010,0
Vikram,14,"HTML, React, SASS, GraphQL, Bootstrap, GitHub, Flask, JavaScript",M.Tech in Computer Science at IIT Kharagpur,2000,69.74,81.77,62.65,before School,thing Higher Secondary School,1998,1999,0
Rahul,13,"Express.js, Django, Node.js, jQuery, Vue.js, Angular, JavaScript, RESTful API",M.E in Computer Science at IIT Madras,2005,80.57,91.59,81.47,far School,end Higher Secondary School,2003,2001,1
Pranav,7,"Flask, GitHub, JavaScript, Angular, SASS, Django, Bootstrap, Responsive Web Design",MCA in Computer Science at IIT Roorkee,2014,63.9,69.46,86.71,lot School,light Higher Secondary School,2010,2013,0
Yash,7,"Bootstrap, CSS, Express.js, JavaScript, Vue.js, LESS, GraphQL, jQuery",M.E in Computer Science at IISc Bangalore,2004,87.54,89.33,86.4,offer School,feel Higher Secondary School,2001,2002,1
Aditi,3,"Flask, jQuery, Bootstrap, SASS, Webpack, React, Express.js, Angular",BCA in Computer Science at IIT Madras,2005,66.88,93.95,71.61,war School,bed Higher Secondary School,2003,2004,0
Arjun,10,"Vue.js, Express.js, CSS, GitLab, Responsive Web Design, Bootstrap, GraphQL, Angular",BCA in Computer Science at IIT Bombay,2020,87.72,82.81,66.83,according School,bar Higher Secondary School,2018,2017,0
Ishita,11,"Responsive Web Design, RESTful API, Vue.js, Webpack, SASS, CSS, React, Git",B.E in Computer Science at IIT Madras,2018,90.4,83.23,84.98,success School,understand Higher Secondary School,2016,2014,1
