name,years_experience,skills,education,graduation_year,graduation_percentage,tenth_percentage,twelfth_percentage,tenth_school,twelfth_school,tenth_passing_out_year,twelfth_passing_out_year,extracurricular_activities,companies_worked,interpersonal_skills,Criteria_Label
Ravi,6,"Tableau, Microsoft Excel, Project Management, Market Research, Agile Methodology, User Acceptance Testing (UAT), Gap Analysis, Risk Analysis",B.Com in Business Administration at NIT Warangal,2014,93.83,86.74,91.37,national School,control Higher Secondary School,2011,2013,"Student Government, Language Club, Chess Club, Robotics Club","Microsoft, Deloitte, Accenture","Teamwork, Negotiation, Active Listening",1
Kiran,3,"Requirements Gathering, Business Intelligence, SWOT Analysis, Microsoft Excel, Project Management, Data Visualization, Use Case Analysis, Stakeholder Management",PGDM in Business Administration at IIT Bombay,2018,87.92,67.42,71.5,brother School,realize Higher Secondary School,2013,2014,"Music Club, Drama Club","BCG, Bain & Company, Amazon","Active Listening, Empathy, Negotiation, Problem-solving, Persuasion",0
Anaya,7,"Stakeholder Management, Microsoft Excel, User Acceptance Testing (UAT), Data Visualization, Process Improvement, Project Management, Gap Analysis, SQL",PGDM in Business Administration at IIT Kharagpur,2021,77.06,67.63,61.19,seven School,price Higher Secondary School,2019,2017,Literary Club,Goldman Sachs,"Communication, Negotiation, Active Listening, Problem-solving, Adaptability",0
Rohan,13,"Project Management, Agile Methodology, SQL, Risk Analysis, Microsoft Excel, Data Analysis, Stakeholder Management, SWOT Analysis",BBA in Business Administration at IIT Bombay,2019,84.3,75.07,83.25,travel School,as Higher Secondary School,2016,2018,"Robotics Club, Music Club, Art Club, Coding Club, Literary Club","Facebook, Accenture, KPMG","Problem-solving, Negotiation, Adaptability",1
Ishika,8,"SQL, Data Analysis, Agile Methodology, Use Case Analysis, Power BI, Tableau, Data Visualization, SWOT Analysis",PGDM in Business Administration at NIT Trichy,2004,94.43,93.05,68.02,movie School,author Higher Secondary School,2001,2003,,"McKinsey & Company, Accenture","Problem-solving, Conflict Resolution",0
Rohan,7,"Process Improvement, Financial Modeling, Stakeholder Management, Market Research, Use Case Analysis, Data Visualization, Microsoft Excel, Gap Analysis",BBA in Business Administration at IIT Madras,2009,67.47,77.56,72.69,television School,newspaper Higher Secondary School,2004,2007,"Science Club, Coding Club, Sports, Volunteering","Facebook, Amazon, Google","Negotiation, Persuasion, Communication",0
Rahul,7,"Market Research, Power BI, Data Visualization, Tableau, Use Case Analysis, Data Analysis, Risk Analysis, SWOT Analysis",BBA in Business Administration at IIM Bangalore,2021,80.74,60.67,68.5,ahead School,notice Higher Secondary School,2017,2019,"Coding Club, Music Club, Volunteering, Robotics Club, Sports",Accenture,"Problem-solving, Active Listening, Creativity, Leadership",0
Rohan,13,"Data Analysis, Gap Analysis, SQL, Requirements Gathering, Power BI, Use Case Analysis, Business Intelligence, SWOT Analysis",BBA in Business Administration at IIT Madras,2000,86.83,73.04,81.77,reflect School,maybe Higher Secondary School,1996,1996,"Coding Club, Sports, Language Club","Apple, Deloitte, IBM","Active Listening, Persuasion, Empathy, Conflict Resolution",1
Anaya,12,"SWOT Analysis, Business Intelligence, Gap Analysis, Microsoft Excel, Project Management, Requirements Gathering, Process Improvement, Agile Methodology",PGDM in Business Administration at Jawaharlal Nehru University,2021,62.16,60.58,85.06,church School,green Higher Secondary School,2016,2017,,IBM,"Teamwork, Communication, Problem-solving",0
Kiran,15,"Financial Modeling, SQL, Agile Methodology, Process Improvement, Project Management, Microsoft Excel, Market Research, Power BI",BBA in Business Administration at IIT Roorkee,2011,76.52,72.54,77.0,order School,manage Higher Secondary School,2008,2010,"Debate Club, Language Club","Apple, Deloitte, McKinsey & Company","Active Listening, Communication, Problem-solving, Creativity",1
Mira,1,"SQL, SWOT Analysis, Process Improvement, Requirements Gathering, Project Management, Microsoft Excel, User Acceptance Testing (UAT), Stakeholder Management",MBA in Business Administration at IIM Bangalore,2003,71.14,69.27,87.66,will School,listen Higher Secondary School,2000,1999,"Debate Club, Language Club, Drama Club, Community Service, Music Club","Infosys, Amazon, Oracle","Creativity, Conflict Resolution, Persuasion, Problem-solving, Negotiation",0
Aryan,5,"Data Visualization, Project Management, Use Case Analysis, Financial Modeling, Process Improvement, Business Intelligence, SQL, Gap Analysis",MBA in Business Administration at Delhi University,2011,91.39,84.71,74.62,cold School,enough Higher Secondary School,2007,2010,Literary Club,"TCS, Bain & Company, Goldman Sachs","Problem-solving, Adaptability, Communication, Leadership, Decision Making",1
Rohan,14,"Financial Modeling, Market Research, Tableau, Stakeholder Management, Gap Analysis, Business Intelligence, Microsoft Excel, SQL",MBA in Business Administration at IIM Bangalore,2001,60.77,70.63,87.27,green School,manager Higher Secondary School,1998,1999,"Drama Club, Science Club, Robotics Club, Debate Club",Apple,"Creativity, Time Management",0
Ishita,3,"SWOT Analysis, Microsoft Excel, Financial Modeling, Use Case Analysis, Data Visualization, Risk Analysis, Process Improvement, Business Intelligence",MBA in Business Administration at IIM Bangalore,2013,74.31,76.2,94.62,east School,edge Higher Secondary School,2011,2012,"Student Government, Literary Club, Debate Club, Language Club",Goldman Sachs,"Teamwork, Time Management, Problem-solving",0
Yash,15,"Power BI, Gap Analysis, Agile Methodology, Tableau, Data Analysis, Stakeholder Management, Financial Modeling, Data Visualization",B.Com in Business Administration at IIT Kharagpur,2005,89.84,89.45,71.96,start School,season Higher Secondary School,2003,2002,"Drama Club, Coding Club, Language Club, Music Club","BCG, KPMG","Problem-solving, Communication, Leadership, Adaptability, Negotiation",1
Ishita,5,"Tableau, Power BI, Microsoft Excel, Agile Methodology, Business Intelligence, Market Research, Requirements Gathering, Project Management",BBA in Business Administration at IIM Lucknow,2022,83.6,88.08,67.53,mouth School,hear Higher Secondary School,2017,2020,"Debate Club, Drama Club",TCS,"Negotiation, Decision Making, Problem-solving, Leadership",0
Arjun,13,"SQL, Agile Methodology, Risk Analysis, Data Visualization, Gap Analysis, Project Management, Power BI, Stakeholder Management",PGDM in Business Administration at NIT Warangal,2012,62.2,92.08,80.31,less School,sister Higher Secondary School,2008,2011,Chess Club,IBM,"Persuasion, Active Listening",0
Diya,13,"Power BI, Market Research, SWOT Analysis, Gap Analysis, Data Visualization, Business Intelligence, Agile Methodology, Data Analysis",MBA in Business Administration at IIT Madras,2012,62.3,69.99,78.33,town School,everything Higher Secondary School,2009,2009,"Science Club, Literary Club, Art Club, Student Government, Chess Club",Amazon,"Negotiation, Decision Making, Adaptability",0
Vikram,7,"Data Visualization, Agile Methodology, Use Case Analysis, Requirements Gathering, Tableau, Financial Modeling, Process Improvement, Microsoft Excel",BBA in Business Administration at IIT Madras,2009,63.63,71.98,91.9,thank School,himself Higher Secondary School,2007,2006,"Chess Club, Community Service, Drama Club","Amazon, Accenture","Teamwork, Adaptability, Empathy",0
Ravi,1,"Financial Modeling, User Acceptance Testing (UAT), Power BI, Business Intelligence, Risk Analysis, Process Improvement, Agile Methodology, Project Management",B.Com in Business Administration at IIM Calcutta,2013,90.0,80.32,69.03,war School,source Higher Secondary School,2009,2012,"Literary Club, Community Service, Student Government, Chess Club","PwC, Amazon, BCG","Time Management, Teamwork, Decision Making",0
Anaya,2,"SQL, Market Research, Risk Analysis, Agile Methodology, Requirements Gathering, Power BI, Gap Analysis, Business Intelligence",BBA in Business Administration at NIT Trichy,2009,71.28,77.91,61.36,fast School,open Higher Secondary School,2004,2005,"Music Club, Student Government, Art Club, Volunteering, Debate Club","BCG, Ernst & Young, Accenture","Problem-solving, Time Management, Active Listening, Negotiation, Empathy",0
Rahul,7,"Data Visualization, Microsoft Excel, Stakeholder Management, Use Case Analysis, User Acceptance Testing (UAT), Process Improvement, SWOT Analysis, Agile Methodology",MBA in Business Administration at IIT Delhi,2018,60.89,68.04,66.86,seat School,store Higher Secondary School,2015,2014,"Drama Club, Robotics Club, Science Club, Sports, Music Club",Apple,"Time Management, Communication",0
Arjun,2,"Power BI, Agile Methodology, SQL, SWOT Analysis, Data Visualization, Data Analysis, User Acceptance Testing (UAT), Market Research",BBA in Business Administration at IIT Delhi,2012,67.57,66.02,61.89,house School,wonder Higher Secondary School,2007,2011,,Ernst & Young,"Adaptability, Creativity",0
Arjun,0,"Data Visualization, Gap Analysis, SWOT Analysis, Microsoft Excel, Data Analysis, Use Case Analysis, Risk Analysis, Project Management",B.Com in Business Administration at IIM Bangalore,2010,72.04,91.74,87.72,person School,wait Higher Secondary School,2006,2007,,TCS,"Creativity, Adaptability, Problem-solving, Decision Making",0
Aarav,1,"Data Visualization, Market Research, Use Case Analysis, User Acceptance Testing (UAT), Stakeholder Management, SWOT Analysis, Power BI, Requirements Gathering",B.Com in Business Administration at Jawaharlal Nehru University,2014,84.56,74.71,93.38,meet School,especially Higher Secondary School,2009,2012,"Student Government, Volunteering, Language Club, Art Club","Oracle, Microsoft","Leadership, Creativity",0
Arjun,2,"Power BI, SQL, Use Case Analysis, Requirements Gathering, Gap Analysis, Business Intelligence, Project Management, Microsoft Excel",PGDM in Business Administration at IIFT Delhi,2019,67.05,77.69,79.82,mind School,center Higher Secondary School,2015,2017,"Sports, Language Club","Deloitte, Amazon","Conflict Resolution, Time Management, Decision Making, Empathy",0
Aditi,7,"Agile Methodology, SWOT Analysis, Power BI, Microsoft Excel, Use Case Analysis, Business Intelligence, SQL, Financial Modeling",B.Com in Business Administration at IIT Bombay,2001,60.14,82.75,88.23,almost School,security Higher Secondary School,1996,1997,"Community Service, Music Club, Science Club","Deloitte, McKinsey & Company, PwC","Negotiation, Decision Making, Creativity",0
Ishita,14,"Use Case Analysis, User Acceptance Testing (UAT), Gap Analysis, Power BI, Requirements Gathering, Risk Analysis, Financial Modeling, Project Management",MBA in Business Administration at IIM Bangalore,2006,63.26,85.13,94.13,manage School,or Higher Secondary School,2001,2002,"Music Club, Coding Club, Sports, Language Club, Drama Club","McKinsey & Company, Infosys, TCS","Problem-solving, Negotiation, Empathy, Active Listening, Persuasion",0
Pranav,10,"User Acceptance Testing (UAT), Microsoft Excel, SWOT Analysis, Requirements Gathering, Data Visualization, Tableau, Business Intelligence, Use Case Analysis",B.Com in Business Administration at IIM Calcutta,2005,88.11,64.06,60.83,run School,two Higher Secondary School,2003,2004,"Science Club, Language Club","Google, BCG","Decision Making, Leadership, Adaptability",0
Sanya,10,"Power BI, Gap Analysis, Microsoft Excel, SQL, Stakeholder Management, Risk Analysis, Requirements Gathering, User Acceptance Testing (UAT)",MBA in Business Administration at IIM Lucknow,2006,72.3,65.78,90.91,ago School,among Higher Secondary School,2003,2004,Drama Club,Facebook,"Problem-solving, Active Listening, Creativity, Adaptability",0
Yash,11,"Data Analysis, Data Visualization, Financial Modeling, Microsoft Excel, User Acceptance Testing (UAT), Market Research, Gap Analysis, Risk Analysis",BBA in Business Administration at Delhi University,2019,82.18,85.16,65.27,billion School,product Higher Secondary School,2015,2016,Volunteering,Bain & Company,"Decision Making, Active Listening",0
Aditi,11,"Power BI, Data Visualization, Market Research, Project Management, Agile Methodology, Requirements Gathering, Tableau, Process Improvement",B.Com in Business Administration at IIM Bangalore,2013,86.98,91.05,93.66,office School,take Higher Secondary School,2011,2011,,"Deloitte, IBM, Google","Negotiation, Leadership, Time Management, Communication, Creativity",1
Sanya,10,"SQL, Risk Analysis, Stakeholder Management, Requirements Gathering, Business Intelligence, Tableau, Data Analysis, Use Case Analysis",BBA in Business Administration at IIT Bombay,2016,78.47,87.39,79.77,knowledge School,result Higher Secondary School,2012,2014,"Art Club, Language Club, Drama Club, Volunteering, Coding Club",Infosys,"Empathy, Persuasion, Conflict Resolution, Adaptability, Negotiation",1
Aisha,7,"User Acceptance Testing (UAT), SQL, Microsoft Excel, Project Management, Market Research, Agile Methodology, Stakeholder Management, Data Visualization",PGDM in Business Administration at Jawaharlal Nehru University,2022,90.06,65.43,71.67,should School,yard Higher Secondary School,2018,2020,"Volunteering, Chess Club",Google,"Problem-solving, Leadership",0
Mira,9,"Market Research, Financial Modeling, SQL, Use Case Analysis, Agile Methodology, Risk Analysis, Requirements Gathering, Microsoft Excel",MBA in Business Administration at IIT Delhi,2022,64.81,78.96,63.49,improve School,day Higher Secondary School,2018,2019,,"Bain & Company, Facebook","Adaptability, Creativity, Leadership",0
Sanya,6,"Stakeholder Management, Data Visualization, Process Improvement, Risk Analysis, SWOT Analysis, Requirements Gathering, Financial Modeling, Data Analysis",MBA in Business Administration at BITS Pilani,2003,88.48,87.4,92.21,meeting School,free Higher Secondary School,1998,2000,"Literary Club, Art Club, Drama Club, Music Club","PwC, Bain & Company","Active Listening, Teamwork, Time Management",1
Rohan,10,"Requirements Gathering, Stakeholder Management, Gap Analysis, Data Visualization, SQL, Process Improvement, Power BI, Project Management",BBA in Business Administration at NIT Trichy,2021,63.09,61.34,77.76,difference School,guess Higher Secondary School,2019,2018,"Art Club, Volunteering, Chess Club",IBM,"Problem-solving, Negotiation, Persuasion, Leadership",0
